ENST00000318560
ENST00000325404
ENST00000375759
ENST00000358208
ENST00000264657
ENST00000369902
ENST00000375746
ENST00000369448
ENST00000295754
ENST00000355716
ENST00000219476
ENST00000401558
ENST00000263826
ENST00000377045
ENST00000647938
ENST00000312783
ENST00000585124
ENST00000301178
ENST00000648566
ENST00000218147
ENST00000305877
ENST00000263464
ENST00000355112
ENST00000256015
ENST00000381527
ENST00000276925
ENST00000428830
ENST00000354336
ENST00000398568
ENST00000398665
ENST00000263360
ENST00000323963
ENST00000336596
ENST00000398015
ENST00000311895
ENST00000405192
ENST00000652046
ENST00000294312
ENST00000334134
ENST00000168712
ENST00000366560
ENST00000282397
ENST00000261937
ENST00000379561
ENST00000318789
ENST00000330684
ENST00000316626
ENST00000374561
ENST00000650285
ENST00000581977
ENST00000303115
ENST00000262992
ENST00000375856
ENST00000374672
ENST00000335790
ENST00000265026
ENST00000369026
ENST00000424583
ENST00000323929
ENST00000265081
ENST00000284073
ENST00000265433
ENST00000268712
ENST00000216797
ENST00000439151
ENST00000343289
ENST00000381297
ENST00000334409
ENST00000289153
ENST00000265849
ENST00000440232
ENST00000320574
ENST00000357628
ENST00000287820
ENST00000356142
ENST00000378823
ENST00000267868
ENST00000487270
ENST00000377604
ENST00000295025
ENST00000418115
ENST00000357387
ENST00000306801
ENST00000649279
ENST00000245479
ENST00000293328
ENST00000322652
ENST00000257566
ENST00000588136
ENST00000310581
ENST00000373644
ENST00000361337
ENST00000264731
ENST00000541158
ENST00000263640
ENST00000257963
ENST00000647874
ENST00000307078
ENST00000357195
ENST00000372037
ENST00000244741
ENST00000324288
ENST00000264414
ENST00000292535
ENST00000478993
ENST00000393063
ENST00000377767
ENST00000340748
ENST00000369303
ENST00000391945
ENST00000285398
ENST00000652225
ENST00000377482
ENST00000319349
ENST00000306376
ENST00000397938
ENST00000675286
ENST00000378643
ENST00000441802
ENST00000403359
ENST00000250448
ENST00000228682
ENST00000439174
ENST00000373548
ENST00000376809
ENST00000346872
ENST00000242208
ENST00000253339
ENST00000382592
ENST00000519728
ENST00000344686
ENST00000358664
ENST00000296474
ENST00000367814
ENST00000250003
ENST00000263388
ENST00000366794
ENST00000226382
ENST00000359195
ENST00000222254
ENST00000564138
ENST00000305921
ENST00000373547
ENST00000295797
ENST00000366898
ENST00000373198
ENST00000337432
ENST00000345365
ENST00000617875
ENST00000256196
ENST00000265814
ENST00000301761
ENST00000237305
ENST00000341259
ENST00000327367
ENST00000345506
ENST00000300134
ENST00000430069
ENST00000627217
ENST00000258439
ENST00000523873
ENST00000360632
ENST00000359321
ENST00000268489
ENST00000502732
ENST00000321945
ENST00000683244
ENST00000265343
ENST00000301030
ENST00000274498
ENST00000404338
ENST00000397843
ENST00000279873
ENST00000435504
ENST00000262053
ENST00000236959
ENST00000449228
ENST00000393256
ENST00000250405
ENST00000164227
ENST00000261822
ENST00000234739
ENST00000290551
ENST00000303635
ENST00000268679
ENST00000576892
ENST00000318443
ENST00000369489
ENST00000245903
ENST00000009530
ENST00000344548
ENST00000225964
ENST00000367669
ENST00000648405
ENST00000302763
ENST00000282018
ENST00000292782
ENST00000652689
ENST00000355667
ENST00000328111
ENST00000257600
ENST00000344450
ENST00000240100
ENST00000346618
ENST00000308874
ENST00000280892
ENST00000359651
ENST00000308167
ENST00000262809
ENST00000318522
ENST00000334736
ENST00000263735
ENST00000222329
ENST00000428826
ENST00000229769
ENST00000327470
ENST00000233741
ENST00000264664
ENST00000376143
ENST00000237837
ENST00000228837
ENST00000492590
ENST00000527786
ENST00000254108
ENST00000368678
ENST00000275364
ENST00000378609
ENST00000380728
ENST00000300177
ENST00000244534
ENST00000304218
ENST00000359611
ENST00000612966
ENST00000345617
ENST00000427332
ENST00000337138
ENST00000412585
ENST00000311487
ENST00000403681
ENST00000006015
ENST00000290295
ENST00000216281
ENST00000407780
ENST00000367739
ENST00000307046
ENST00000434045
ENST00000243786
ENST00000298229
ENST00000302850
ENST00000245414
ENST00000268638
ENST00000305123
ENST00000341776
ENST00000341319
ENST00000420124
ENST00000336890
ENST00000265165
ENST00000395833
ENST00000389484
ENST00000646124
ENST00000373313
ENST00000263025
ENST00000468789
ENST00000219905
ENST00000307729
ENST00000380338
ENST00000302326
ENST00000257552
ENST00000449682
ENST00000644715
ENST00000300036
ENST00000371998
ENST00000294785
ENST00000380871
ENST00000375023
ENST00000395097
ENST00000219066
ENST00000271452
ENST00000359428
ENST00000355260
ENST00000356341
ENST00000353224
ENST00000350526
ENST00000420770
ENST00000331163
ENST00000282077
ENST00000325455
ENST00000377346
ENST00000262741
ENST00000373271
ENST00000316660
ENST00000268058
ENST00000441310
ENST00000309660
ENST00000356435
ENST00000587303
ENST00000361752
ENST00000229340
ENST00000249071
ENST00000274376
ENST00000369784
ENST00000421138
ENST00000262187
ENST00000368323
ENST00000334205
ENST00000312629
ENST00000373001
ENST00000246792
ENST00000276659
ENST00000360203
ENST00000477973
ENST00000436639
ENST00000253063
ENST00000536441
ENST00000372692
ENST00000271640
ENST00000371139
ENST00000369452
ENST00000325599
ENST00000294008
ENST00000348513
ENST00000322213
ENST00000361804
ENST00000490107
ENST00000402219
ENST00000297316
ENST00000299084
ENST00000415083
ENST00000375331
ENST00000294339
ENST00000402399
ENST00000315869
ENST00000374994
ENST00000370196
ENST00000296921
ENST00000053243
ENST00000382044
ENST00000368530
ENST00000392745
ENST00000261464
ENST00000264818
ENST00000520539
ENST00000250066
ENST00000307179
ENST00000216037
ENST00000355640
ENST00000282441
ENST00000314574
ENST00000302342
